"codanum","ioi_i","ioi"
"437","3",0.075
"437","4",0.059
"438","1",0.087
"438","2",0.088
"438","3",0.073
"438","4",0.058
"439","1",0.077
"439","2",0.101
"439","3",0.072
"439","4",0.061
"440","1",0.088
"440","2",0.077
"440","3",0.087
"440","4",0.07
"441","1",0.084
"441","2",0.083
"441","3",0.071
"441","4",0.068
"442","1",0.09
"442","2",0.078
"442","3",0.071
"442","4",0.082
"443","1",0.094
"443","2",0.075
"443","3",0.078
"443","4",0.074
"444","1",0.091
"444","2",0.087
"444","3",0.073
"444","4",0.076
"445","1",0.11
"445","2",0.092
"445","3",0.069
"445","4",0.097
"445","5",0.162
"446","1",0.03
"446","2",0.037
"446","3",0.034
"446","4",0.031
"446","5",0.033
"446","6",0.039
"446","7",0.037
"446","8",0.066
"447","1",0.033
"447","2",0.036
"447","3",0.033
"447","4",0.034
"447","5",0.037
"447","6",0.043
"447","7",0.047
"447","8",0.062
"448","1",0.032
"448","2",0.036
"448","3",0.026
"448","4",0.04
"448","5",0.039
"448","6",0.044
"448","7",0.036
"448","8",0.082
"1068","1",0.087
"1068","2",0.1027
"1069","1",0.07
"1069","2",0.0765
"1070","1",0.4092
"1070","2",0.3068
"1070","3",0.1922
"1070","4",0.146
"1071","1",0.3701
"1071","2",0.3294
"1071","3",0.1717
"1071","4",0.1311
"1072","1",0.3716
"1072","2",0.3427
"1072","3",0.1866
"1072","4",0.1282
"1073","1",0.4949
"1073","2",0.3342
"1073","3",0.1954
"1073","4",0.1507
"1074","1",0.4313
"1074","2",0.3092
"1074","3",0.1965
"1074","4",0.1322
"1075","1",0.4137
"1075","2",0.4328
"1075","3",0.2216
"1075","4",0.1623
"1076","1",0.5234
"1076","2",0.4875
"1076","3",0.2329
"1076","4",0.2493
"1077","1",0.5295
"1077","2",0.4852
"1077","3",0.2398
"1077","4",0.2503
"1078","1",0.4039
"1078","2",0.3495
"1078","3",0.1573
"1078","4",0.1606
"1039","1",0.0889
"1039","2",0.097
"1039","3",0.0701
"1039","4",0.0611
"1039","5",0.0718
"1040","1",0.0479
"1040","2",0.0689
"1040","3",0.0758
"1040","4",0.0772
"1040","5",0.0825
"1040","6",0.1078
"1040","7",0.1288
"1041","1",0.0983
"1041","2",0.0699
"1041","3",0.0741
"1041","4",0.0737
"1041","5",0.0774
"1041","6",0.0925
"1041","7",0.1432
"1042","1",0.0551
"1042","2",0.0632
"1042","3",0.062
"1042","4",0.0611
"1042","5",0.0631
"1042","6",0.0599
"1042","7",0.0605
"1042","8",0.0724
"1043","1",0.2601
"1043","2",0.1541
"1043","3",0.1081
"1044","1",0.2549
"1044","2",0.165
"1044","3",0.1152
"1045","1",0.2547
"1045","2",0.1704
"1045","3",0.1074
"1046","1",0.2546
"1046","2",0.1646
"1046","3",0.1096
"1047","1",0.2546
"1047","2",0.152
"1047","3",0.1077
"1048","1",0.2559
"1048","2",0.1622
"1048","3",0.0976
"1049","1",0.2471
"1049","2",0.161
"1049","3",0.1042
"1050","1",0.2472
"1050","2",0.155
"1050","3",0.1046
"1051","1",0.2433
"1051","2",0.1671
"1051","3",0.1032
"1052","1",0.2645
"1052","2",0.1603
"1052","3",0.118
"1053","1",0.2499
"1053","2",0.1776
"1053","3",0.114
"1054","1",0.2521
"1054","2",0.1733
"1054","3",0.1092
"1055","1",0.2383
"1055","2",0.1774
"1055","3",0.1315
"1056","1",0.2384
"1056","2",0.1723
"1056","3",0.1231
"1057","1",0.2478
"1057","2",0.1666
"1057","3",0.1189
"1057","4",0.0986
"1058","1",0.1085
"1058","2",0.1008
"1058","3",0.08
"1058","4",0.0632
"1059","1",0.0914
"1059","2",0.1049
"1059","3",0.0863
"1059","4",0.0712
"1060","1",0.0929
"1060","2",0.0952
"1060","3",0.0772
"1060","4",0.0639
"1061","1",0.0908
"1061","2",0.1028
"1061","3",0.0831
"1061","4",0.059
"1062","1",0.0956
"1062","2",0.1007
"1062","3",0.0857
"1062","4",0.0646
"1063","1",0.1016
"1063","2",0.0985
"1063","3",0.0794
"1063","4",0.061
"1064","1",0.1005
"1064","2",0.0895
"1064","3",0.0807
"1064","4",0.0624
"1065","1",0.1002
"1065","2",0.0917
"1065","3",0.0797
"1065","4",0.0672
"1066","1",0.0984
"1066","2",0.0948
"1066","3",0.0827
"1066","4",0.0703
"1067","1",0.1053
"1067","2",0.102
"1067","3",0.0803
"1067","4",0.0669
"2691","1",0.107
"2691","2",0.122
"2691","3",0.062
"2691","4",0.061
"2692","1",0.106
"2692","2",0.128
"2692","3",0.064
"2692","4",0.059
"2693","1",0.104
"2693","2",0.109
"2693","3",0.067
"2693","4",0.067
"2694","1",0.089
"2694","2",0.116
"2694","3",0.069
"2694","4",0.066
"2695","1",0.097
"2695","2",0.116
"2695","3",0.062
"2695","4",0.06
"2696","1",0.1
"2696","2",0.096
"2696","3",0.07
"2696","4",0.061
"2697","1",0.104
"2697","2",0.102
"2697","3",0.071
"2697","4",0.081
"2624","1",0.13
"2624","2",0.11
"2624","3",0.082
"2624","4",0.065
"2625","1",0.112
"2625","2",0.098
"2625","3",0.08
"2625","4",0.075
"2626","1",0.094
"2626","2",0.079
"2626","3",0.081
"2626","4",0.077
"2627","1",0.104
"2627","2",0.087
"2627","3",0.083
"2627","4",0.077
"2628","1",0.103
"2628","2",0.084
"2628","3",0.078
"2628","4",0.074
"2629","1",0.1
"2629","2",0.147
"2629","3",0.088
"2629","4",0.073
"2630","1",0.113
"2630","2",0.082
"2630","3",0.075
"2630","4",0.081
"2631","1",0.093
"2631","2",0.106
"2631","3",0.073
"2631","4",0.065
"2632","1",0.09
"2632","2",0.1
"2632","3",0.083
"2632","4",0.073
"2633","1",0.098
"2633","2",0.086
"2633","3",0.071
"2633","4",0.066
"2634","1",0.047
"2634","2",0.041
"2634","3",0.032
"2634","4",0.063
"2634","5",0.054
"2635","1",0.039
"2635","2",0.041
"2635","3",0.045
"2635","4",0.044
"2635","5",0.041
"2635","6",0.046
"2635","7",0.048
"2637","1",0.102
"2637","2",0.068
"2638","1",0.114
"2638","2",0.11
"2638","3",0.068
"2638","4",0.078
"2639","1",0.11
"2639","2",0.103
"2639","3",0.087
"2639","4",0.07
"2640","1",0.104
"2640","2",0.071
"2640","3",0.08
"2640","4",0.075
"2641","1",0.105
"2641","2",0.083
"2641","3",0.068
"2641","4",0.065
"2642","1",0.111
"2642","2",0.079
"2642","3",0.061
"2642","4",0.075
"1275","1",0.1270059
"1275","2",0.2659913
"1275","3",0.003007427
"1276","1",0.1430087
"1276","2",0.2399907
"1277","1",0.140997
"1277","2",0.2809983
"1278","1",0.1339965
"1278","2",0.2829999
"1279","1",0.1449902
"1279","2",0.2949994
"1280","1",0.179993
"1280","2",0.2359975
"1280","3",0.4250027
"1281","1",0.1580056
"1281","2",0.3230017
"1282","1",0.1670077
"1282","2",0.2870031
"1283","1",0.1820046
"1283","2",0.2520002
"1284","1",0.1619987
"1284","2",0.2429981
"1285","1",0.1740083
"1285","2",0.3019899
"1286","1",0.1809988
"1286","2",0.3129937
"1287","1",0.1670077
"1287","2",0.2459954
"1288","1",0.1660019
"1288","2",0.2830099
"1289","1",0.1529966
"1289","2",0.2099968
"1290","1",0.09799786
"1290","2",0.0359986
"1290","3",0.0869941
"1291","1",0.09500049
"1291","2",0.0889957
"1291","3",0.2390049
"1292","1",0.1440044
"1292","2",0.1129948
"1292","3",0.2800025
"1293","1",0.3099963
"1293","2",0.3160011
"1293","3",0.1270059
"1294","1",0.1839962
"1294","2",0.1450002
"1294","3",0.4110016
"1295","1",0.2130043
"1295","2",0.223998
"1295","3",0.3190085
"1296","1",0.2300028
"1296","2",0.2319943
"1296","3",0.3870025
"1297","1",0.252996
"1297","2",0.214
"1297","3",0.2960052
"1298","1",0.1669977
"1298","2",0.1650061
"1298","3",0.3049973
"1299","1",0.1529966
"1299","2",0.1660019
"1299","3",0.2959952
"1300","1",0.1740083
"1300","2",0.1619987
"1300","3",0.2999984
"1301","1",0.1870137
"1301","2",0.1739882
"1301","3",0.3060032
"1302","1",0.185002
"1302","2",0.1939941
"1302","3",0.2829999
"1303","1",0.2020106
"1303","2",0.1949999
"1303","3",0.3289964
"1304","1",0.1949999
"1304","2",0.1890052
"1304","3",0.3339954
"1305","1",0.2130043
"1305","2",0.2099968
"1305","3",0.3079947
"1306","1",0.2119984
"1306","2",0.2130043
"1306","3",0.3269948
"1307","1",0.2210006
"1307","2",0.2180032
"1307","3",0.3290065
"1308","1",0.234006
"1308","2",0.2230022
"1308","3",0.3270048
"1309","1",0.2370033
"1309","2",0.2219964
"1309","3",0.3109921
"1310","1",0.2379991
"1310","2",0.2299927
"1310","3",0.3340054
"1311","1",0.2459954
"1311","2",0.2270054
"1311","3",0.335997
"1312","1",0.2789967
"1312","2",0.2550077
"1312","3",0.2409965
"1313","1",0.2549976
"1313","2",0.2470013
"1313","3",0.3499981
"1314","1",0.2590008
"1314","2",0.2510045
"1314","3",0.3509939
"1315","1",0.2549976
"1315","2",0.2440039
"1315","3",0.3600061
"1316","1",0.2359975
"1316","2",0.2330001
"1316","3",0.3519997
"1317","1",0.257995
"1317","2",0.2470013
"1317","3",0.3350012
"1318","1",0.263004
"1318","2",0.2449997
"1318","3",0.3409959
"1319","1",0.2959952
"1319","2",0.2730019
"1319","3",0.3949988
"1320","1",0.3019899
"1320","2",0.2860073
"1320","3",0.3920015
"1321","1",0.179993
"1321","2",0.1150064
"1321","3",0.6499965
"1322","1",0.370004
"1322","2",0.2989925
"1322","3",0.3720056
